title,Average rating
"Great Muppet Caper, The (1981)",3.5
Bob & Carol & Ted & Alice (1969),3.5
Cecil B. DeMented (2000),3.5
Orchestra Rehearsal (Prova d'orchestra) (1978),3.5
War and Peace (2016),3.5
House Arrest (1996),3.5
Paranormal Activity 3 (2011),3.5
Stealing Rembrandt (Rembrandt) (2003),3.5
Beyond the Mat (1999),3.5
Halloweentown (1998),3.5
Dave Chappelle: Equanimity (2017),3.5
"Great Beauty, The (Grande Bellezza, La) (2013)",3.5
Left Behind: The Movie (2000),3.5
DeadHeads (2011),3.5
"Lizzie McGuire Movie, The (2003)",3.5
Snow White and the Huntsman (2012),3.5
Hilary and Jackie (1998),3.5
"Wolf Man, The (1941)",3.5
Quigley Down Under (1990),3.5
Soldier (1998),3.5
Igor (2008),3.5
Coffee and Cigarettes (2003),3.5
Need for Speed (2014),3.5
Moscow on the Hudson (1984),3.5
Flipped (2010),3.5
"Dangerous Lives of Altar Boys, The (2002)",3.5
Legend (2015),3.5
Grass (1999),3.5
Crank (2006),3.5
Horton Hears a Who! (2008),3.5
Gorky Park (1983),3.5
Hotel Transylvania (2012),3.5
Seven Up! (1964),3.5
After Hours (1985),3.5
I Bought a Vampire Motorcycle (1990),3.5
Ink (2009),3.5
A Story of Children and Film (2013),3.5
Educating Rita (1983),3.5
Black Mask (Hak hap) (1996),3.5
Soul Surfer (2011),3.5
Ragtime (1981),3.5
Autumn Spring (Babí léto) (2001),3.5
"Witchfinder General (Conquerer Worm, The) (1968)",3.5
"Christmas Carol, A (2009)",3.5
Kingdom of Heaven (2005),3.5
"Greatest Game Ever Played, The (2005)",3.5
30 Days of Night (2007),3.5
Ice Cream Man (1995),3.5
"Immature, The (Immaturi) (2011)",3.5
"Last Stand, The (2013)",3.5
Curious George (2006),3.5
Fellini's Casanova (Il Casanova di Federico Fellini) (1976),3.5
Running Scared (2006),3.5
"Nanny Diaries, The (2007)",3.5
The Brothers Grimsby (2016),3.5
Invincible (2001),3.5
Devil (2010),3.5
Touki Bouki (1973),3.5
Peter Pan (1960),3.5
Beginners (2010),3.5
Good Copy Bad Copy (2007),3.5
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",3.5
Footloose (1984),3.5
Rawhead Rex (1986),3.5
Me and You and Everyone We Know (2005),3.5
Dolls (2002),3.5
Backbeat (1993),3.5
Dear Frankie (2004),3.5
Shiri (Swiri) (1999),3.5
The Edge of Seventeen (2016),3.5
Embrace of the Serpent (2016),3.5
Winnie the Pooh and Tigger Too (1974),3.5
When We First Met (2018),3.5
Jon Stewart Has Left the Building (2015),3.5
"Four Musketeers, The (1974)",3.5
Warriors of Heaven and Earth (Tian di ying xiong) (2003),3.5
Howl (2010),3.5
The Monkey King (1964),3.5
"Pompatus of Love, The (1996)",3.5
Hairspray (2007),3.5
Pumpkinhead (1988),3.5
The Second Best Exotic Marigold Hotel (2015),3.5
Over the Hedge (2006),3.5
Drive Angry (2011),3.5
Cannibal Holocaust (1980),3.5
Veronica Guerin (2003),3.5
Senna (2010),3.5
Lola Montès (1955),3.5
Sebastian Maniscalco: What's Wrong with People? (2012),3.5
Visitor Q (Bizita Q) (2001),3.5
"Pervert's Guide to Ideology, The (2012)",3.5
Four Weddings and a Funeral (1994),3.5
"Draughtsman's Contract, The (1982)",3.5
For Love or Money (1993),3.5
Cargo (2009),3.5
"Iceman, The (2012)",3.5
'Round Midnight (1986),3.5
The Wait (2015),3.5
Chaos (2005),3.5
"Host, The (Gwoemul) (2006)",3.5
Garage (2007),3.5
Sydney White (2007),3.5
My Favorite Year (1982),3.5
"Place Beyond the Pines, The (2012)",3.5
"Patriot, The (1998)",3.5
"Secret of Kells, The (2009)",3.5
Hollywoodland (2006),3.5
Gremlins 2: The New Batch (1990),3.5
Shot Caller (2017),3.5
1776 (1972),3.5
Avalanche (1978),3.5
Ghost in the Shell (2017),3.5
MacGyver: Lost Treasure of Atlantis (1994),3.5
Secondhand Lions (2003),3.5
The Unauthorized Saved by the Bell Story (2014),3.5
Notting Hill (1999),3.5
"Great Race, The (1965)",3.5
Burden of Dreams (1982),3.5
The Way (2010),3.5
Honey (Miele) (2013),3.5
Fame (1980),3.5
Cradle 2 the Grave (2003),3.5
"Haunted World of El Superbeasto, The (2009)",3.5
Gintama: The Final Chapter - Be Forever Yorozuya (2013),3.5
Abbott and Costello Meet Frankenstein (1948),3.5
"Lord of the Rings, The (1978)",3.5
Friends with Kids (2011),3.5
Out of Time (2003),3.5
MacGyver: Trail to Doomsday (1994),3.5
The Death of Louis XIV (2016),3.5
Mr. Deeds Goes to Town (1936),3.5
"Beastmaster, The (1982)",3.5
"Cook the Thief His Wife & Her Lover, The (1989)",3.5
One Week (1920),3.5
Heartbreak Ridge (1986),3.5
Taking Lives (2004),3.5
Jimi: All Is by My Side (2013),3.5
Dinner Rush (2000),3.5
Schizopolis (1996),3.5
Crash (1996),3.5
Elektra Luxx (2010),3.5
"Fast Runner, The (Atanarjuat) (2001)",3.5
I Shot Andy Warhol (1996),3.5
The Legend of Tarzan (2016),3.5
Random Harvest (1942),3.5
Snow White (1916),3.5
Puncture (2011),3.5
"Party, The (1968)",3.5
Chocolat (1988),3.5
"Postman Always Rings Twice, The (1946)",3.5
Heart Condition (1990),3.5
Family Guy Presents Stewie Griffin: The Untold Story (2005),3.5
Mad Max Beyond Thunderdome (1985),3.5
"Cement Garden, The (1993)",3.5
Alone in the Dark II (2008),3.5
"Edge of Heaven, The (Auf der anderen Seite) (2007)",3.5
Taste of Cherry (Ta'm e guilass) (1997),3.5
"Krays, The (1990)",3.5
Widows' Peak (1994),3.5
Imaginary Heroes (2004),3.5
Easy Money (1983),3.5
Sully (2016),3.5
Coraline (2009),3.5
Winds of the Wasteland (1936),3.5
Watchmen: Tales of the Black Freighter (2009),3.5
"Cooler, The (2003)",3.5
Two Night Stand (2014),3.5
Bungo Stray Dogs: Dead Apple (2018),3.5
Frequently Asked Questions About Time Travel (2009),3.5
"Selfish Giant, The (2013)",3.5
"Handmaid's Tale, The (1990)",3.5
Bart Got a Room (2008),3.5
Halloween II (2009),3.5
Ben X (2007),3.5
The Duke of Burgundy (2014),3.5
Halloweentown High (2004),3.5
"Duck, You Sucker (1971)",3.5
Dinotopia (2002),3.5
"Simple Twist of Fate, A (1994)",3.5
Nothing to Lose (1994),3.5
Dirty Pretty Things (2002),3.5
Mutant Chronicles (2008),3.5
Maybe Baby (2000),3.5
Take This Waltz (2011),3.5
"Yards, The (2000)",3.5
"Wackness, The (2008)",3.5
Ghost in the Shell 2.0 (2008),3.5
"Hitch Hikers Guide to the Galaxy, The (1981)",3.5
Vera Drake (2004),3.5
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.5
Lilya 4-Ever (Lilja 4-ever) (2002),3.5
Premonition (2007),3.5
Our Man Flint (1965),3.5
"Goodbye, Mr. Chips (1939)",3.5
City Slickers (1991),3.5
There Will Come a Day (2013),3.5
"Hills Have Eyes, The (1977)",3.5
Jimmy Neutron: Boy Genius (2001),3.5
Priest (2011),3.5
Drop Dead Gorgeous (1999),3.5
Themroc (1973),3.5
Baran (2001),3.5
Camp X-Ray (2014),3.5
Dogman (2018),3.5
Wonder Boys (2000),3.5
About Adam (2000),3.5
Romeo Is Bleeding (1993),3.5
Belladonna of Sadness (1973),3.5
"Missing, The (2003)",3.5
Factory Girl (2006),3.5
Pitfall (Otoshiana) (1962),3.5
In a Better World (Hævnen) (2010),3.5
Cruel Intentions (1999),3.5
Pitch Perfect 2 (2015),3.5
Madonna: Truth or Dare (1991),3.5
Johnny English (2003),3.5
"Thief of Bagdad, The (1924)",3.5
Dead or Alive: Hanzaisha (1999),3.5
High Art (1998),3.5
Life (1999),3.5
"Legend of Zorro, The (2005)",3.5
Notorious C.H.O. (2002),3.5
Run (1991),3.5
We Bought a Zoo (2011),3.5
Two for the Money (2005),3.5
The Queen (2006),3.5
B/W (2015),3.5
"Phantom Tollbooth, The (1970)",3.5
"Legend of Bagger Vance, The (2000)",3.5
"Very Harold & Kumar 3D Christmas, A (2011)",3.5
My Scientology Movie (2016),3.5
"Mighty, The (1998)",3.5
"Class, The (Klass) (2007)",3.5
Made (2001),3.5
"Vow, The (2012)",3.5
"Acid House, The (1998)",3.5
Bread and Tulips (Pane e tulipani) (2000),3.5
Together (Tillsammans) (2000),3.5
Milk Money (1994),3.5
Grown Ups (2010),3.5
Roots (1977),3.5
Corner Gas: The Movie (2014),3.5
Bride Wars (2009),3.5
Iron Will (1994),3.5
Marley (2012),3.5
Monsters (2010),3.5
"Shaggy D.A., The (1976)",3.5
Thelma & Louise (1991),3.5
Courier (1987),3.5
Barry Lyndon (1975),3.5
Dave Chappelle: The Bird Revelation (2017),3.5
"Luzhin Defence, The (2000)",3.5
Miracle Mile (1989),3.5
Elsa & Fred (2005),3.5
Red Rock West (1992),3.5
Shattered Glass (2003),3.5
"Private Lives of Pippa Lee, The (2009)",3.5
"Fighting Temptations, The (2003)",3.5
On the Town (1949),3.5
"Rink, The (1916)",3.5
In a World... (2013),3.5
Okja (2017),3.5
Wide Awake (1998),3.5
Assassins (1995),3.5
"Competition, The (1980)",3.5
"Way We Were, The (1973)",3.5
William Shakespeare's Romeo + Juliet (1996),3.5
Star Trek Beyond (2016),3.5
"Purge, The (2013)",3.5
"Quest for Fire (Guerre du feu, La) (1981)",3.5
Hard Candy (2005),3.5
Monster's Ball (2001),3.5
Paranormal Activity 2 (2010),3.5
"Woman, The (2011)",3.5
Friday Night Lights (2004),3.5
"Crazies, The (a.k.a. Code Name: Trixie) (1973)",3.5
"Wind That Shakes the Barley, The (2006)",3.5
Bee Movie (2007),3.5
"Man Who Cried, The (2000)",3.5
"Presidio, The (1988)",3.5
The Fundamentals of Caring (2016),3.5
Kung Fu Panda: Secrets of the Furious Five (2008),3.5
Mask (1985),3.5
Oliver Twist (2005),3.5
Miss Representation (2011),3.5
Smilla's Sense of Snow (1997),3.5
Celebrity (1998),3.5
Saved! (2004),3.5
"Decade Under the Influence, A (2003)",3.5
Children of the Night (1991),3.5
Cloudy with a Chance of Meatballs (2009),3.5
Cat Ballou (1965),3.5
American Flyers (1985),3.5
We Are Marshall (2006),3.5
"Hoax, The (2007)",3.5
"Wild Bunch, The (1969)",3.5
"Internship, The (2013)",3.5
The Darkest Minds (2018),3.5
Diary of a Wimpy Kid: Rodrick Rules (2011),3.5
Last Holiday (2006),3.5
Scanners (1981),3.5
Ringu (Ring) (1998),3.5
Summer Rental (1985),3.5
"Paris, Texas (1984)",3.5
Insidious: The Last Key (2018),3.5
Gettysburg (1993),3.5
Blindness (2008),3.5
C.R.A.Z.Y. (2005),3.5
Jackass Number Two (2006),3.5
Kingsglaive: Final Fantasy XV (2016),3.5
Man of Aran (1934),3.5
Emmanuelle (1974),3.5
Saw VI (2009),3.5
"Diamond Arm, The (Brilliantovaya ruka) (1968)",3.5
Cemetery Man (Dellamorte Dellamore) (1994),3.5
Enigma (2001),3.5
Oh Boy (A Coffee in Berlin) (2012),3.5
Kicking and Screaming (1995),3.5
Batman Beyond: Return of the Joker (2000),3.5
Steam of Life (Miesten vuoro) (2010),3.5
"Journey of Natty Gann, The (1985)",3.5
Grand Illusion (La grande illusion) (1937),3.5
Divine Secrets of the Ya-Ya Sisterhood (2002),3.5
Avalon (2001),3.5
Titanic (1953),3.5
Hitman (2007),3.5
Where the Heart Is (2000),3.5
Endless Poetry (2016),3.5
House of Wax (1953),3.5
The House (2017),3.5
Black Snake Moan (2006),3.5
D.O.A. (1988),3.5
A Bad Moms Christmas (2017),3.5
Benji (1974),3.5
Rock School (2005),3.5
Before Midnight (2013),3.5
Terri (2011),3.5
Madhouse (1990),3.5
Valentine (2001),3.5
In My Father's Den (2004),3.5
Outside Providence (1999),3.5
Diary of a Wimpy Kid (2010),3.5
Marnie (1964),3.5
"Others, The (2001)",3.5
King Kong (2005),3.5
Flint (2017),3.5
It's Such a Beautiful Day (2012),3.5
Money Talks (1997),3.5
Better Than Sex (2000),3.5
"Honey, We Shrunk Ourselves (1997)",3.5
Paperhouse (1988),3.5
Hearts in Atlantis (2001),3.5
Ernest Goes to Jail (1990),3.5
"Adventures of Sebastian Cole, The (1998)",3.5
Gia (1998),3.5
Carry on Cruising (1962),3.5
Hipsters (Stilyagi) (2008),3.5
Hart's War (2002),3.5
"Five-Year Engagement, The (2012)",3.5
"Virgin Spring, The (Jungfrukällan) (1960)",3.5
Office Christmas Party (2016),3.5
Someone Like You (2001),3.5
Mindhunters (2004),3.5
Anchors Aweigh (1945),3.5
Thor: The Dark World (2013),3.5
Holes (2003),3.5
Boys Don't Cry (1999),3.5
Rubber (2010),3.5
"Last House on the Left, The (1972)",3.5
"Children of Huang Shi, The (2008)",3.5
Hannah Montana: The Movie (2009),3.5
"Notebook, The (2004)",3.5
Self/less (2015),3.5
Little Women (1949),3.5
10 Things I Hate About You (1999),3.5
Einstein and Eddington (2008),3.5
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",3.5
"Time Machine, The (1960)",3.5
Freeway (1996),3.5
Buffalo Soldiers (2001),3.5
"Lover, The (Amant, L') (1992)",3.5
Gold Diggers of 1933 (1933),3.5
Yellow Submarine (1968),3.5
"Shop Around the Corner, The (1940)",3.5
"Assassination of Richard Nixon, The (2004)",3.5
Rio Bravo (1959),3.5
One Day (2011),3.5
"Distinguished Gentleman, The (1992)",3.5
The Even Stevens Movie (2003),3.5
Why Don't You Play In Hell? (Jigoku de naze warui) (2013),3.5
Wild Bill (1995),3.5
Bad Asses (Bad Ass 2) (2014),3.5
"Wind Rises, The (Kaze tachinu) (2013)",3.5
Eddie Izzard: Glorious (1997),3.5
The African Doctor (2016),3.5
"Big Empty, The (2003)",3.5
"Alamo, The (1960)",3.5
"Nativity Story, The (2006)",3.5
Tokyo Godfathers (2003),3.5
Jason and the Argonauts (1963),3.5
Never Die Alone (2004),3.5
Equus (1977),3.5
Precious (2009),3.5
"Rum Diary, The (2011)",3.5
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),3.5
Beyond Borders (2003),3.5
Undead (2003),3.5
Cutthroat Island (1995),3.5
Once Upon a Time in China (Wong Fei Hung) (1991),3.5
"Silent Night, Deadly Night (1984)",3.5
S.W.A.T. (2003),3.5
Our Lips Are Sealed (2000),3.5
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",3.5
"Return of the Living Dead, The (1985)",3.5
Mind Game (2004),3.5
Cloak & Dagger (1984),3.5
Goon (2011),3.5
Epic (2013),3.5
Withnail & I (1987),3.5
"Zero Theorem, The (2013)",3.5
Death Sentence (2007),3.5
Heathers (1989),3.5
Kiss Me Kate (1953),3.5
52 Pick-Up (1986),3.5
Confessions of a Shopaholic (2009),3.5
Ed (1996),3.5
"Many Adventures of Winnie the Pooh, The (1977)",3.5
Tuck Everlasting (2002),3.5
Philadelphia (1993),3.5
F/X (1986),3.5
A Walk in the Woods (2015),3.5
Generation Iron 2,3.5
Wuthering Heights (1939),3.5
Marauders (2016),3.5
Chappie (2015),3.5
Alvin and the Chipmunks: The Squeakquel (2009),3.5
"Asphalt Jungle, The (1950)",3.5
Intolerance: Love's Struggle Throughout the Ages (1916),3.5
Superstar (1999),3.5
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),3.5
Bent (1997),3.5
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),3.5
McCabe & Mrs. Miller (1971),3.5
Mad Dog and Glory (1993),3.5
World on a Wire (Welt am Draht) (1973),3.5
"Getaway, The (1972)",3.5
Subway (1985),3.5
Land of the Dead (2005),3.5
"Uninvited, The (2009)",3.5
Marwencol (2010),3.5
Gentlemen Prefer Blondes (1953),3.5
Three Days of the Condor (3 Days of the Condor) (1975),3.5
"Pink Panther, The (1963)",3.5
"Star Is Born, A (1937)",3.5
"Wave, The (Welle, Die) (2008)",3.5
"Pink Panther 2, The (2009)",3.5
Field of Dreams (1989),3.5
Valkyrie (2008),3.5
Ladybugs (1992),3.5
Ella Enchanted (2004),3.5
"Miracle Worker, The (1962)",3.5
"Oversimplification of Her Beauty, An (2012)",3.5
Happy-Go-Lucky (2008),3.5
Creed (2015),3.5
Poolhall Junkies (2002),3.5
Muppets Most Wanted (2014),3.5
Tuesdays with Morrie (1999),3.5
Ice Age: A Mammoth Christmas (2011),3.5
Batman: Under the Red Hood (2010),3.5
Steel Magnolias (1989),3.5
Pump Up the Volume (1990),3.5
House of Sand and Fog (2003),3.5
Snow Falling on Cedars (1999),3.5
Piranha 3DD (a.k.a. Piranha DD) (2012),3.5
We Need to Talk About Kevin (2011),3.5
Bella (2006),3.5
Original Sin (2001),3.5
Jabberwocky (1977),3.5
"Quiet American, The (2002)",3.5
Into Eternity (2010),3.5
"Pervert's Guide to Cinema, The (2006)",3.5
"Hangover Part III, The (2013)",3.5
Nim's Island (2008),3.5
Triangle (2009),3.5
Gold Diggers of 1935 (1935),3.5
Helter Skelter (2004),3.5
"Moustache, La (2005)",3.5
First Sunday (2008),3.5
Suicide Club (Jisatsu saakuru) (2001),3.5
Control (Kontroll) (2003),3.5
Generation P (2011),3.5
Sex Drive (2008),3.5
Shaun the Sheep Movie (2015),3.5
Road to Perdition (2002),3.5
"Pink Panther Strikes Again, The (1976)",3.5
The Jane Austen Book Club (2007),3.5
Pelle the Conqueror (Pelle erobreren) (1987),3.5
"Pajama Game, The (1957)",3.5
Harvey (1950),3.5
Volga - Volga (1938),3.5
Foul Play (1978),3.5
Electra Glide in Blue (1973),3.5
"Bigger, Stronger, Faster* (2008)",3.5
Major League II (1994),3.5
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.5
Thunderbolt and Lightfoot (1974),3.5
Movie 43 (2013),3.5
Teenage Mutant Ninja Turtles (2014),3.5
Before the Fall (NaPolA - Elite für den Führer) (2004),3.5
Taking Sides (2001),3.5
"Vie en Rose, La (Môme, La) (2007)",3.5
Muriel's Wedding (1994),3.5
The Good Boy (2016),3.5
Volver (2006),3.5
Isle of Dogs (2018),3.5
"Misérables, Les (2012)",3.5
Kevin Hart: Laugh at My Pain (2011),3.5
Dark Days (2000),3.5
Alaska (1996),3.5
Death to Smoochy (2002),3.5
Hustle & Flow (2005),3.5
By the Law (1926),3.5
"Rewrite, The (2014)",3.5
Anomalisa (2015),3.5
"Bell, Book and Candle (1958)",3.5
Nowitzki: The Perfect Shot (2014),3.5
Kiss of Death (1995),3.5
Never Back Down (2008),3.5
Fellini Satyricon (1969),3.5
G-Force (2009),3.5
Dope (2015),3.5
Spies Like Us (1985),3.5
"Secret Garden, The (1993)",3.5
"Lodger: A Story of the London Fog, The (1927)",3.5
Impostor (2002),3.5
"See No Evil, Hear No Evil (1989)",3.5
"Dangerous Method, A (2011)",3.5
Super 8 (2011),3.5
"Mummy, The (1959)",3.5
"Santa Clause 3: The Escape Clause, The (2006)",3.5
To Have and Have Not (1944),3.5
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),3.5
Shrooms (2007),3.5
Neon Bull (2015),3.5
Traitor (2008),3.5
The Mummy (2017),3.5
"New York, I Love You (2009)",3.5
Push (2009),3.5
"Cry, the Beloved Country (1995)",3.5
Absence of Malice (1981),3.5
People I Know (2002),3.5
"Great Buck Howard, The (2008)",3.5
This Must Be the Place (2011),3.5
Prison Break: The Final Break (2009),3.5
I'm Gonna Git You Sucka (1988),3.5
Monterey Pop (1968),3.5
My Dog Skip (1999),3.5
Blue Jasmine (2013),3.5
Savannah Smiles (1982),3.5
"Mechanic, The (2011)",3.5
Extremities (1986),3.5
Train to Busan (2016),3.5
Coma (1978),3.5
Killer Elite (2011),3.5
The Amazing Spider-Man 2 (2014),3.5
Concussion (2015),3.5
Dead Ringers (1988),3.5
Slacker (1991),3.5
Paradox (2010),3.5
Special (2006),3.5
The Madagascar Penguins in a Christmas Caper (2005),3.5
28 Weeks Later (2007),3.5
Only God Forgives (2013),3.5
Men in Black (a.k.a. MIB) (1997),3.495
Chicken Run (2000),3.489130434782609
Unbreakable (2000),3.486111111111111
"Piano, The (1993)",3.485294117647059
Kung Fu Panda (2008),3.484848484848485
"Wedding Singer, The (1998)",3.4814814814814814
French Kiss (1995),3.48
"English Patient, The (1996)",3.4791666666666665
"Doors, The (1991)",3.4782608695652173
Spider-Man (2002),3.4782608695652173
Batman (1989),3.4766355140186915
Man on Fire (2004),3.4761904761904763
Mad Max (1979),3.4761904761904763
"NeverEnding Story, The (1984)",3.475
My Best Friend's Wedding (1997),3.4722222222222223
Bullets Over Broadway (1994),3.4705882352941178
Stardust (2007),3.46875
From Hell (2001),3.46875
Dolores Claiborne (1995),3.46875
Galaxy Quest (1999),3.467391304347826
"Hunchback of Notre Dame, The (1996)",3.466666666666667
Moulin Rouge (2001),3.4655172413793105
"Crying Game, The (1992)",3.4655172413793105
Father of the Bride Part II (1995),3.4642857142857144
28 Days (2000),3.4642857142857144
Welcome to the Dollhouse (1995),3.4615384615384617
"Dictator, The (2012)",3.4615384615384617
Ray (2004),3.4615384615384617
Forget Paris (1995),3.4615384615384617
"Score, The (2001)",3.4615384615384617
"Remains of the Day, The (1993)",3.4615384615384617
Maverick (1994),3.4594594594594597
Speed (1994),3.4591836734693877
"Secret of NIMH, The (1982)",3.4583333333333335
"Aviator, The (2004)",3.4565217391304346
Nell (1994),3.4565217391304346
Spaceballs (1987),3.4558823529411766
Halloween (1978),3.4545454545454546
Charlotte's Web (1973),3.4545454545454546
"Paper, The (1994)",3.4545454545454546
"20,000 Leagues Under the Sea (1954)",3.4545454545454546
"I Love You, Man (2009)",3.4545454545454546
Jurassic World (2015),3.4545454545454546
"Naked Gun: From the Files of Police Squad!, The (1988)",3.4523809523809526
"Goonies, The (1985)",3.4516129032258065
Romancing the Stone (1984),3.45
Rocky II (1979),3.45
Elysium (2013),3.45
Payback (1999),3.4482758620689653
While You Were Sleeping (1995),3.4479166666666665
Interview with the Vampire: The Vampire Chronicles (1994),3.4461538461538463
Coco (2017),3.4444444444444446
Westworld (1973),3.4444444444444446
Finding Neverland (2004),3.4444444444444446
"Girl with the Dragon Tattoo, The (2011)",3.4444444444444446
I.Q. (1994),3.4423076923076925
Pleasantville (1998),3.4411764705882355
National Treasure (2004),3.4411764705882355
Patriot Games (1992),3.4411764705882355
Iron Man 2 (2010),3.44
Happy Gilmore (1996),3.43859649122807
Strange Brew (1983),3.4375
Cheech and Chong's Up in Smoke (1978),3.4375
Screamers (1995),3.4375
Jarhead (2005),3.4375
Harold & Kumar Escape from Guantanamo Bay (2008),3.4375
Up Close and Personal (1996),3.4375
Ocean's Eleven (a.k.a. Ocean's 11) (1960),3.4375
All Dogs Go to Heaven 2 (1996),3.4375
Dr. Horrible's Sing-Along Blog (2008),3.4375
Brokeback Mountain (2005),3.4347826086956523
"Devil Wears Prada, The (2006)",3.433333333333333
Alice in Wonderland (1951),3.4318181818181817
Dirty Dancing (1987),3.4318181818181817
I Am Legend (2007),3.4305555555555554
Shoot 'Em Up (2007),3.4285714285714284
"Hurricane, The (1999)",3.4285714285714284
"Girl, Interrupted (1999)",3.4285714285714284
Napoleon Dynamite (2004),3.4285714285714284
Gone Baby Gone (2007),3.4285714285714284
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",3.426470588235294
Outbreak (1995),3.425925925925926
Sneakers (1992),3.425925925925926
"Karate Kid, The (1984)",3.425
True Lies (1994),3.423469387755102
Déjà Vu (Deja Vu) (2006),3.423076923076923
"League of Their Own, A (1992)",3.423076923076923
Broken Flowers (2005),3.423076923076923
Hercules (1997),3.4210526315789473
The Fault in Our Stars (2014),3.4166666666666665
"Basketball Diaries, The (1995)",3.4166666666666665
Billy Madison (1995),3.4166666666666665
"Aristocats, The (1970)",3.4166666666666665
Practical Magic (1998),3.4166666666666665
"Rocketeer, The (1991)",3.4166666666666665
"Men Who Stare at Goats, The (2009)",3.4166666666666665
Miracle (2004),3.4166666666666665
Twin Peaks: Fire Walk with Me (1992),3.4166666666666665
Bubba Ho-tep (2002),3.4166666666666665
Public Enemies (2009),3.4166666666666665
Dumbo (1941),3.4166666666666665
Escape to Witch Mountain (1975),3.4166666666666665
Quiz Show (1994),3.4166666666666665
Sixteen Candles (1984),3.4166666666666665
Kids in the Hall: Brain Candy (1996),3.4166666666666665
Risky Business (1983),3.4166666666666665
Loser (2000),3.4166666666666665
Empire Records (1995),3.4166666666666665
"Matrix Reloaded, The (2003)",3.41
Private Parts (1997),3.409090909090909
Young Guns (1988),3.409090909090909
27 Dresses (2008),3.409090909090909
Madagascar (2005),3.409090909090909
Kingpin (1996),3.4074074074074074
Insomnia (2002),3.40625
Prometheus (2012),3.40625
"Little Mermaid, The (1989)",3.4054054054054053
"Birds, The (1963)",3.4047619047619047
Super Size Me (2004),3.403225806451613
Titanic (1997),3.4025974025974026
Marathon Man (1976),3.4
"Bucket List, The (2007)",3.4
"Adventures of Pinocchio, The (1996)",3.4
Brave (2012),3.4
Dawn of the Planet of the Apes (2014),3.4
Far and Away (1992),3.4
Lord of the Flies (1990),3.4
Meet the Robinsons (2007),3.4
Monster (2003),3.4
Miracle on 34th Street (1947),3.4
Exotica (1994),3.4
Law Abiding Citizen (2009),3.4
Cold Comfort Farm (1995),3.4
Muppets From Space (1999),3.4
Barbarella (1968),3.4
"Addams Family, The (1991)",3.4
"Very Brady Sequel, A (1996)",3.4
Resident Evil: Afterlife (2010),3.4
Metropolitan (1990),3.4
Troy (2004),3.4
Be Kind Rewind (2008),3.4
Runaway Train (1985),3.4
Underworld: Rise of the Lycans (2009),3.4
Mystery Science Theater 3000: The Movie (1996),3.3958333333333335
"Life Aquatic with Steve Zissou, The (2004)",3.3947368421052633
About Schmidt (2002),3.392857142857143
Shanghai Knights (2003),3.388888888888889
Hellboy (2004),3.388888888888889
Man of Steel (2013),3.388888888888889
Live Free or Die Hard (2007),3.388888888888889
Benny & Joon (1993),3.388888888888889
Rango (2011),3.388888888888889
"Recruit, The (2003)",3.388888888888889
Tin Cup (1996),3.388888888888889
Nurse Betty (2000),3.388888888888889
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3.3846153846153846
A.I. Artificial Intelligence (2001),3.3846153846153846
Captain America: The Winter Soldier (2014),3.3823529411764706
Vanilla Sky (2001),3.380952380952381
Dead Alive (Braindead) (1992),3.375
"Eagle Has Landed, The (1976)",3.375
Pandorum (2009),3.375
"Fast & Furious (Fast and the Furious 4, The) (2009)",3.375
Nine to Five (a.k.a. 9 to 5) (1980),3.375
"It's a Mad, Mad, Mad, Mad World (1963)",3.375
Brassed Off (1996),3.375
Help! (1965),3.375
Beauty and the Beast (La belle et la bête) (1946),3.375
"Good Shepherd, The (2006)",3.375
My Girl (1991),3.375
"Goodbye Girl, The (1977)",3.375
Split (2017),3.375
Poltergeist (1982),3.375
Nighthawks (1981),3.375
"Brave Little Toaster, The (1987)",3.375
Hellbound: Hellraiser II (1988),3.375
"Tourist, The (2010)",3.375
Keeping the Faith (2000),3.375
Margin Call (2011),3.375
Flash Gordon (1980),3.375
Penguins of Madagascar (2014),3.375
Saw III (2006),3.375
Addicted to Love (1997),3.375
Thirteen (2003),3.375
Crank: High Voltage (2009),3.375
"Mission, The (1986)",3.375
"Producers, The (2005)",3.375
Sunshine Cleaning (2008),3.375
"Bad News Bears, The (1976)",3.375
Sausage Party (2016),3.375
Intolerable Cruelty (2003),3.375
Ghost World (2001),3.375
"Godfather: Part III, The (1990)",3.3703703703703702
Independence Day (a.k.a. ID4) (1996),3.369747899159664
Escape from New York (1981),3.3684210526315788
Blade (1998),3.3676470588235294
Enemy of the State (1998),3.3676470588235294
"History of Violence, A (2005)",3.3666666666666667
Cube (1997),3.3666666666666667
Natural Born Killers (1994),3.3660714285714284
"First Wives Club, The (1996)",3.3636363636363638
